100
24	72	29	50	36	80	42	9	62	29	49	30	28	85	20	58	87	72	37	90	27	87	90	73	55	40	53	49	39	65	28	64	37	57	15	73	37	57	83	0	87	33	30	15	18	50	74	6	22	11	97	49	98	87	23	54	28	76	4	68	41	32	32	79	89	47	53	27	4	37	27	92	70	57	7	88	7	81	95	30	92	92	80	91	79	3	46	8	79	50	76	21	82	9	1	72	56	54	99	61	
92	27	53	62	84	61	51	92	42	46	23	35	39	3	26	18	7	73	27	87	24	4	8	6	13	10	79	70	64	79	32	56	6	86	19	91	47	71	84	89	17	7	24	57	11	51	75	18	24	3	5	49	7	14	56	20	24	35	91	89	14	23	46	21	9	65	13	56	36	97	46	54	5	71	11	16	23	87	35	48	91	41	97	98	56	53	19	80	88	10	70	3	34	16	24	44	82	37	1	19	
35	47	74	40	19	86	57	42	73	93	90	65	35	87	63	91	40	83	72	28	93	42	32	28	59	56	72	41	94	73	60	30	21	34	71	40	21	29	82	95	22	72	60	57	59	23	49	0	6	21	28	0	63	60	29	22	17	1	64	12	75	24	43	96	59	14	37	81	43	19	76	66	92	36	24	52	60	73	52	67	94	81	67	58	42	96	81	60	98	45	73	73	70	16	70	30	30	7	11	74	
27	87	40	20	24	65	72	84	38	25	51	33	7	19	91	49	15	72	10	14	18	83	88	88	99	58	19	30	66	30	4	94	18	45	15	42	10	87	26	48	13	77	82	20	96	74	70	12	47	81	26	65	64	15	54	63	74	73	93	40	3	98	35	21	43	50	63	53	38	90	2	52	67	85	73	64	59	43	76	6	24	3	71	89	18	26	53	92	99	47	33	3	45	69	24	88	19	88	42	58	
78	45	10	46	30	83	10	89	27	87	95	52	91	67	41	9	93	94	2	93	42	36	96	87	5	20	76	25	9	18	84	88	63	94	35	94	78	45	83	6	33	79	58	24	46	0	34	40	95	36	33	37	73	29	24	79	50	0	5	60	19	89	48	83	84	83	77	62	29	61	68	62	40	27	87	87	27	21	27	23	58	61	60	31	91	85	10	42	86	16	2	5	5	51	89	89	35	67	52	65	
28	21	28	68	48	15	56	76	36	84	99	95	45	59	26	37	45	37	79	31	53	81	37	59	33	26	48	68	94	1	33	22	22	61	91	70	77	47	47	14	31	46	9	77	6	36	14	51	73	93	83	27	75	20	86	8	47	35	77	41	36	11	64	58	73	55	29	50	3	76	64	35	23	74	12	29	10	26	81	83	20	64	11	95	84	97	4	32	33	81	73	69	93	37	27	66	93	57	16	96	
33	81	32	56	55	44	86	66	71	68	50	92	32	61	88	17	59	92	49	92	74	23	61	67	61	89	33	55	46	50	52	80	32	84	37	88	28	23	54	0	92	4	92	24	66	80	42	25	73	92	17	47	16	79	15	77	68	49	32	15	99	85	95	32	69	32	20	98	56	75	98	49	80	90	73	46	71	16	72	44	8	90	91	24	69	6	2	38	55	35	53	55	20	49	88	89	82	8	87	39	
84	86	88	64	76	62	11	47	78	83	91	87	73	83	12	43	90	14	81	45	50	35	1	70	85	89	60	67	98	48	7	82	34	96	47	11	58	59	58	37	42	50	24	16	33	36	59	24	51	41	69	1	77	71	71	62	60	32	30	59	80	37	42	14	33	90	25	92	49	84	29	92	35	54	8	69	90	68	93	42	9	63	43	86	34	15	48	95	48	78	54	28	16	97	43	49	87	69	41	36	
54	71	28	89	25	37	58	16	5	51	58	14	15	2	1	49	18	49	45	66	28	0	95	44	97	38	94	85	8	36	21	62	7	50	52	33	88	10	49	93	62	7	8	77	9	9	27	27	59	72	94	88	72	89	33	70	27	28	55	36	64	77	99	72	28	51	5	16	62	54	10	25	62	18	3	72	28	30	0	88	3	94	76	75	83	10	46	11	38	1	48	3	78	47	75	7	98	81	23	60	
36	33	85	98	52	88	70	81	19	71	69	22	65	46	98	49	56	44	60	94	46	8	97	24	56	73	31	54	54	55	14	90	89	0	89	41	89	59	23	8	30	92	30	96	38	28	45	94	73	6	89	19	15	86	44	71	59	76	25	14	31	40	4	20	41	93	62	30	53	85	38	84	78	68	80	16	97	26	11	70	32	0	90	48	87	34	19	46	10	45	60	42	86	65	63	27	59	25	57	12	
11	95	96	89	64	77	6	61	4	18	32	36	19	22	85	6	57	5	53	67	50	14	10	36	80	73	64	39	99	21	51	11	17	48	1	81	26	7	42	30	26	75	67	45	97	52	52	55	57	5	22	8	20	33	45	0	6	9	39	5	31	91	16	48	39	17	29	66	25	72	96	52	47	64	97	45	17	50	0	74	56	23	83	76	56	29	77	62	39	16	68	70	7	85	18	47	3	48	14	29	
20	11	81	68	75	79	13	92	29	14	67	85	37	50	62	93	79	39	56	19	56	25	89	64	10	8	11	13	57	26	43	77	37	24	46	12	3	60	4	33	74	72	19	11	22	81	5	2	21	62	21	77	87	11	42	97	20	54	11	77	80	54	54	17	79	1	30	82	61	34	16	35	7	35	47	29	17	52	32	39	14	54	17	2	66	59	0	86	13	12	63	93	66	18	11	46	19	41	28	80	
76	45	16	83	80	63	13	98	15	46	37	30	1	55	33	67	14	33	53	28	45	17	21	12	35	33	58	55	74	87	35	50	32	51	34	13	15	47	11	30	93	49	61	94	5	94	62	19	28	16	47	73	33	69	86	69	2	44	24	77	31	60	28	64	11	62	77	26	9	89	57	3	39	19	98	44	14	60	64	43	76	11	16	10	81	3	79	83	47	3	60	79	63	89	43	75	51	20	2	61	
10	60	65	49	80	63	94	94	24	58	37	1	70	54	11	51	57	91	34	5	94	95	84	58	84	27	33	36	48	36	97	59	96	62	8	76	26	3	71	51	61	9	52	31	64	64	82	21	56	17	27	50	13	11	9	98	39	43	34	88	79	32	47	76	95	56	52	22	59	24	73	21	33	26	52	97	91	35	19	47	53	46	97	67	58	7	65	97	50	0	85	30	33	32	6	28	88	59	50	48	
83	24	69	16	50	22	14	41	58	33	88	11	79	86	78	38	93	44	35	44	45	21	74	78	53	80	6	42	39	57	91	22	81	60	39	31	82	53	73	41	86	61	52	66	47	31	4	41	75	40	85	20	61	60	99	15	40	5	58	79	63	49	2	44	10	41	76	93	95	49	34	82	10	86	49	58	18	53	0	94	94	86	15	56	46	14	72	86	20	30	66	83	80	69	27	90	11	3	83	6	
52	17	88	63	4	37	22	22	91	22	17	86	8	32	42	54	46	14	41	66	45	8	49	25	77	77	16	88	80	0	94	33	17	83	97	22	21	19	45	12	42	62	98	51	94	41	6	41	56	47	7	1	55	57	27	33	34	43	21	15	44	16	49	62	99	46	84	20	66	30	33	9	92	32	60	87	73	66	28	30	14	36	31	70	94	59	3	28	3	25	43	47	41	93	9	41	39	94	62	6	
24	96	15	17	28	75	4	2	42	33	32	56	70	64	27	64	23	30	92	27	56	36	74	98	29	84	39	69	78	2	75	3	98	90	20	27	65	24	29	8	57	62	64	27	26	91	92	50	22	84	78	79	21	53	77	50	37	17	20	16	19	95	19	18	86	39	45	52	63	75	60	21	37	24	49	64	16	41	14	39	26	93	18	47	46	96	98	83	13	19	0	32	14	19	51	0	58	96	53	22	
71	13	44	9	38	94	73	55	36	88	94	62	81	13	10	27	9	9	11	22	28	11	55	43	31	6	44	90	3	97	12	75	11	57	84	49	51	57	4	87	45	99	50	27	12	60	54	22	70	66	45	99	78	0	42	9	7	87	99	11	85	12	86	96	69	70	45	20	28	49	7	74	48	58	1	61	18	56	83	89	22	28	88	1	29	31	10	37	18	10	48	3	22	35	0	92	6	45	12	34	
95	20	8	44	78	10	6	97	66	89	86	89	18	75	90	48	6	1	86	25	12	35	28	35	70	28	27	77	74	40	11	70	60	20	14	39	30	20	37	96	10	24	86	29	99	76	78	5	78	64	30	90	99	59	25	70	88	52	47	63	92	59	33	53	80	48	93	10	68	31	7	79	55	94	8	55	70	86	61	49	51	92	39	50	51	65	21	40	18	69	4	11	28	37	65	8	85	58	19	54	
90	27	33	45	21	42	0	92	29	62	41	80	54	81	30	6	46	52	46	65	21	51	76	50	88	41	59	74	0	78	29	90	6	62	36	27	5	37	20	34	99	62	14	53	43	45	59	90	97	6	55	18	57	31	68	46	73	27	20	73	6	49	63	12	12	0	40	17	37	61	52	36	23	66	89	66	11	49	57	8	55	12	27	13	44	96	59	17	23	80	91	30	30	54	43	42	54	84	60	92	
45	12	28	68	79	18	35	90	68	92	99	23	5	26	37	50	23	96	67	46	76	59	77	6	13	20	49	68	5	10	61	50	22	89	18	2	8	53	92	76	46	92	0	51	18	37	2	42	34	69	89	11	28	66	18	42	87	67	11	92	77	73	42	0	62	61	2	71	15	95	48	61	87	48	13	6	86	15	48	21	85	37	32	14	4	50	57	91	18	69	84	96	42	27	96	5	88	99	77	4	
95	25	65	83	74	79	90	61	95	39	82	81	77	15	96	81	65	54	73	83	24	57	79	67	85	76	73	73	76	50	77	72	76	43	55	50	23	46	11	19	85	94	1	62	9	97	44	74	52	17	58	76	75	38	43	60	15	17	34	92	67	11	64	43	55	20	94	79	66	6	98	51	0	99	14	9	97	58	84	50	75	43	26	51	82	70	11	97	87	45	89	55	57	54	98	13	74	93	92	40	
99	91	92	99	91	7	9	89	65	94	39	41	37	66	92	20	37	4	17	25	50	7	80	8	61	79	21	36	72	14	77	71	6	70	71	98	77	80	87	42	74	27	84	12	94	77	32	31	81	50	57	31	58	38	40	20	17	62	56	90	77	34	62	83	4	33	82	81	14	70	24	89	97	9	2	91	86	35	23	67	85	80	99	44	18	40	64	36	2	21	26	79	55	89	63	59	22	45	41	37	
15	66	26	12	75	28	4	61	63	27	29	49	7	29	94	26	69	58	62	71	80	88	51	35	77	14	95	0	59	36	37	75	2	64	88	78	93	92	39	57	20	69	7	28	98	1	54	67	60	16	39	40	4	90	75	82	4	71	83	64	7	21	39	10	85	27	88	79	20	28	36	40	97	44	68	95	45	23	63	6	39	2	46	43	92	22	26	97	93	9	61	1	30	1	12	16	29	1	96	49	
29	33	90	27	77	59	22	23	82	86	29	21	88	76	65	81	98	91	79	92	1	40	94	32	42	6	49	71	8	45	20	37	78	11	64	56	70	87	79	52	74	8	74	63	84	39	45	83	31	24	75	33	65	70	66	7	77	15	78	85	61	99	23	40	10	88	96	81	76	76	33	50	84	8	13	69	47	58	52	79	82	28	13	48	99	79	55	76	95	33	61	57	33	85	97	43	73	94	24	49	
70	58	0	55	66	13	24	14	72	77	94	55	5	7	3	4	87	58	81	82	92	43	39	25	28	37	69	2	32	94	51	2	53	51	58	20	65	83	35	37	60	29	92	66	37	95	70	24	54	51	6	46	95	46	72	23	84	41	25	16	36	77	19	89	29	77	9	95	60	44	32	20	74	25	86	11	21	57	36	75	9	43	22	4	89	94	28	73	36	53	90	72	31	9	62	60	87	71	55	47	
16	88	68	91	14	55	3	35	13	39	11	22	82	33	27	72	27	55	45	64	9	36	36	41	45	98	1	32	70	57	80	87	46	48	78	60	4	81	96	17	20	7	40	3	40	68	75	68	24	21	32	34	57	69	75	2	67	77	35	38	35	15	25	81	64	3	42	69	84	38	87	5	45	28	8	86	96	83	54	21	4	87	55	62	56	31	65	24	8	0	62	43	16	87	25	80	91	67	49	76	
5	37	81	51	65	90	37	61	74	92	83	79	79	38	41	36	70	6	60	78	6	23	22	23	10	48	3	2	16	53	78	22	90	60	73	55	50	11	17	25	3	0	4	83	39	45	19	9	52	80	88	59	3	11	82	14	60	86	16	76	39	95	98	30	55	71	86	6	83	4	31	86	4	35	70	44	81	89	54	33	70	43	92	73	55	74	87	15	60	3	91	0	98	89	30	54	61	17	60	44	
21	92	31	26	28	1	71	9	91	25	43	61	69	35	34	24	10	22	39	71	25	30	71	24	20	2	78	81	20	39	25	41	32	56	68	60	58	39	70	50	64	14	11	34	49	46	58	60	68	97	31	94	27	3	19	47	6	98	29	26	38	54	67	70	11	35	31	70	74	2	20	39	16	32	73	66	78	32	27	47	29	58	42	57	62	61	5	68	59	34	94	98	89	62	68	1	98	0	71	73	
2	92	13	19	24	86	86	2	19	13	50	48	72	92	5	34	54	11	2	14	45	97	12	35	60	81	36	58	81	8	31	84	0	44	4	24	31	90	27	50	3	77	99	75	70	4	9	24	16	12	39	61	10	51	96	70	32	33	28	14	41	60	98	41	4	2	65	36	92	92	86	96	70	85	71	41	90	81	65	6	93	5	68	4	56	65	74	89	98	2	3	40	62	1	81	67	4	47	3	97	
40	90	93	11	76	64	52	66	45	18	73	39	23	42	43	79	7	17	68	6	20	72	47	83	73	29	51	78	77	54	75	17	45	68	29	21	33	81	88	78	99	61	18	23	4	61	2	12	79	71	19	0	43	66	84	17	95	35	96	72	90	71	90	35	40	19	56	73	1	44	52	1	6	70	24	10	32	27	23	12	99	42	12	43	8	97	61	4	32	57	77	22	28	68	57	68	88	13	41	89	
58	93	91	65	64	15	75	97	43	98	9	42	41	22	85	49	19	46	54	51	3	32	73	32	0	31	0	89	45	42	79	3	36	70	69	0	86	44	97	29	43	7	71	84	29	57	34	49	4	89	0	8	22	74	40	22	6	41	12	51	83	91	55	20	62	24	21	48	69	18	77	13	26	49	98	55	7	33	4	11	22	5	20	44	80	60	67	86	2	80	37	86	71	93	6	33	17	27	81	86	
46	59	0	72	8	98	28	16	31	33	28	54	39	48	99	19	9	67	5	11	47	43	97	19	36	4	53	53	31	35	40	78	94	41	51	3	39	80	19	71	13	47	26	52	96	25	72	5	93	78	16	40	21	14	60	57	19	13	11	51	48	52	29	42	93	80	46	33	60	65	4	74	13	30	27	9	56	0	15	49	78	31	90	99	46	50	57	65	63	68	16	12	21	46	54	14	27	0	48	88	
66	53	63	80	84	90	90	40	90	5	90	68	37	80	68	83	31	25	49	95	94	66	7	15	13	62	30	40	63	78	29	29	31	92	10	15	83	0	56	74	5	47	43	43	28	11	27	59	36	76	54	30	43	62	46	57	24	76	98	87	54	27	17	86	19	27	2	3	28	58	77	34	6	20	77	34	31	4	93	68	81	48	99	25	10	45	82	35	22	80	23	76	7	40	63	27	68	65	30	97	
24	7	31	30	28	9	64	59	13	58	28	95	6	28	20	17	74	3	53	96	83	76	73	91	16	36	19	85	1	49	82	26	57	13	56	85	23	21	45	36	79	74	32	86	3	52	4	77	56	57	73	39	33	46	31	50	83	50	35	84	0	17	11	58	31	67	44	54	88	90	91	68	64	23	54	67	76	58	45	33	15	18	72	49	65	4	99	48	55	35	33	55	53	44	14	85	12	58	40	1	
49	32	69	13	55	23	81	32	82	27	65	98	45	38	47	11	43	47	59	98	82	92	54	36	37	68	21	49	27	61	50	76	93	20	90	49	44	72	82	26	99	48	24	45	87	72	56	30	19	16	28	2	9	83	38	46	52	60	96	79	22	47	56	16	67	46	65	11	18	48	38	18	96	62	63	84	35	20	14	55	36	43	57	45	27	96	92	79	57	88	58	79	36	14	95	3	61	61	15	80	
9	53	98	6	16	62	90	51	83	5	6	19	49	64	65	76	61	58	55	18	47	14	97	83	29	93	87	90	54	2	70	64	56	69	70	72	32	61	24	15	66	30	35	16	95	0	93	56	59	48	75	6	63	72	89	92	66	76	83	20	79	53	84	35	23	55	7	55	16	31	70	83	62	5	99	57	6	92	14	65	41	89	71	5	62	61	97	28	38	80	49	18	34	34	53	57	89	61	13	5	
93	83	89	55	89	89	13	95	82	28	61	24	18	33	29	80	95	26	9	33	7	58	51	41	93	5	99	82	66	12	88	59	96	77	15	85	67	29	81	49	57	43	74	76	76	3	56	71	30	66	5	38	25	57	80	18	62	79	0	28	92	89	88	88	67	4	74	34	33	56	84	91	99	58	67	76	62	24	48	92	90	53	31	15	10	11	34	72	90	34	1	83	23	90	72	90	94	46	25	27	
2	10	19	2	68	86	78	31	11	26	24	1	80	55	17	91	66	51	63	57	86	65	40	10	55	12	1	49	59	26	77	62	36	96	64	5	83	43	37	94	70	61	96	50	16	14	41	83	66	5	41	52	71	82	62	26	95	64	76	54	90	53	16	27	50	81	33	33	24	71	28	95	32	25	45	49	39	87	33	5	93	74	58	64	56	21	91	51	85	67	6	76	21	22	4	71	4	38	5	29	
9	34	24	41	59	70	91	99	58	24	4	51	98	63	15	54	84	6	6	70	74	12	46	95	35	50	67	40	88	72	69	98	6	94	40	66	64	31	65	22	55	70	74	54	33	90	9	17	97	15	87	71	28	34	67	63	85	34	3	74	6	73	72	13	67	12	79	31	43	45	54	99	15	28	53	48	18	62	66	15	78	54	87	6	88	54	70	73	88	74	48	95	47	20	9	14	32	89	46	76	
34	1	76	49	30	29	98	48	92	64	64	71	19	52	77	7	6	48	81	95	22	29	91	69	50	0	84	83	89	30	59	24	32	35	73	62	65	72	11	58	36	76	29	55	28	7	63	35	55	45	30	77	75	21	47	25	21	32	8	11	63	68	35	95	4	9	57	69	81	68	28	18	44	57	74	73	64	38	8	19	83	38	97	58	60	44	83	82	76	92	94	39	60	29	35	65	39	92	35	21	
61	63	39	6	20	14	79	84	52	87	4	36	26	1	94	87	46	78	69	23	71	63	63	32	93	98	97	32	91	32	54	52	95	94	58	15	8	38	0	61	25	4	97	52	5	91	40	52	70	9	75	41	73	39	73	67	37	70	0	28	3	54	81	98	48	40	14	56	78	14	17	4	19	15	56	24	6	97	77	76	6	53	18	80	92	91	47	29	62	47	58	65	1	40	64	50	80	78	7	58	
93	25	62	12	40	19	37	47	16	14	24	23	67	42	4	59	34	51	89	97	99	48	63	1	88	27	51	68	6	58	27	99	84	90	12	24	9	49	71	26	64	95	50	31	38	54	91	72	6	81	70	5	29	33	6	18	60	58	87	67	16	14	67	1	4	79	25	14	29	97	41	93	93	91	25	31	46	17	4	52	98	74	57	28	7	64	46	68	22	33	35	39	47	3	40	52	83	65	67	12	
63	8	6	56	0	32	87	46	49	91	98	48	66	56	76	73	20	22	41	42	55	77	81	3	81	21	56	64	87	24	77	51	32	83	7	33	16	95	79	65	87	78	13	53	35	89	26	55	12	68	98	68	46	80	72	27	2	28	92	90	52	69	41	85	53	48	18	69	43	98	35	30	77	49	84	12	39	10	68	51	79	66	20	26	47	92	53	49	20	46	40	73	15	81	59	69	30	78	39	73	
76	74	4	54	23	89	66	63	0	35	14	79	2	34	5	49	27	59	99	48	5	39	21	21	20	81	90	50	59	30	24	36	4	29	90	28	18	57	91	18	92	6	98	94	41	4	44	68	63	43	16	69	82	38	90	3	19	81	54	78	11	79	15	16	8	5	44	27	62	36	46	55	43	45	49	85	49	94	54	12	37	70	82	20	9	72	24	29	54	78	8	65	57	23	81	66	28	26	94	91	
63	40	46	6	86	96	92	35	91	46	48	28	17	30	49	26	3	74	55	57	52	63	22	10	87	4	77	15	31	71	7	94	12	54	1	98	50	93	34	41	39	82	70	56	12	20	83	15	94	39	73	47	3	96	58	90	1	35	6	32	6	13	27	19	67	29	18	18	23	52	60	63	34	31	20	47	51	3	63	46	42	36	93	46	32	51	36	33	86	42	66	93	55	94	13	23	23	31	41	46	
83	1	9	18	33	30	65	84	33	28	30	76	65	24	22	97	75	58	31	62	1	98	56	56	92	69	80	15	1	21	62	84	23	72	2	56	2	68	41	36	97	72	12	62	96	35	60	72	94	92	34	95	90	91	52	82	61	32	98	62	54	60	47	78	32	49	35	35	18	76	71	15	48	83	78	45	19	38	17	13	30	52	8	21	43	61	4	5	93	2	67	48	63	14	26	96	64	61	31	82	
38	2	98	86	86	76	32	5	15	49	19	46	2	28	67	46	89	72	51	83	74	18	31	38	33	57	34	97	19	65	80	57	68	79	44	55	55	76	61	71	25	80	17	27	8	85	74	98	57	25	81	32	44	13	70	77	70	5	75	90	70	55	47	39	34	91	94	90	68	56	62	93	37	80	21	45	66	95	44	24	21	25	56	65	38	27	42	9	32	17	0	3	73	48	43	8	39	38	99	8	
94	61	1	31	41	23	77	8	19	21	32	41	47	89	6	86	16	49	96	49	67	96	52	40	44	95	49	84	34	48	92	28	10	94	60	52	18	37	60	38	59	92	79	6	81	85	93	98	35	90	47	2	86	0	43	31	96	92	16	30	41	9	58	51	4	18	4	22	56	64	61	15	56	40	22	38	26	16	36	61	6	84	64	93	84	8	24	81	0	41	11	42	50	70	94	54	89	98	76	45	
63	37	61	19	78	83	58	5	0	95	66	6	79	31	99	64	39	24	45	40	65	56	82	15	26	77	69	16	75	46	61	38	84	22	58	63	6	17	68	6	12	35	13	92	66	12	56	5	37	1	46	2	58	29	18	85	6	87	1	82	34	62	21	19	85	80	82	92	97	50	99	10	86	12	2	52	25	58	58	63	60	4	65	18	33	83	3	40	71	4	22	6	67	43	25	52	24	8	45	21	
59	44	31	45	57	33	98	83	92	56	46	52	61	12	71	95	95	74	35	67	78	58	73	46	2	99	99	26	8	44	47	67	89	79	13	47	13	11	30	5	68	77	58	29	89	29	24	84	4	60	52	83	18	26	29	20	26	28	46	34	73	94	2	62	73	15	9	87	26	40	92	94	17	51	24	6	81	49	91	85	9	44	68	28	70	98	48	96	26	95	31	0	90	33	62	63	48	72	51	75	
13	43	69	31	95	94	38	76	43	30	62	52	74	31	80	45	29	29	42	56	25	73	56	15	6	19	79	55	92	30	30	5	74	0	37	70	94	75	47	37	5	9	90	80	40	71	25	70	0	67	26	26	41	83	42	48	2	21	3	94	52	34	0	27	35	37	97	29	13	44	67	18	54	57	99	94	28	24	65	29	92	91	55	34	74	97	82	77	19	86	71	71	21	72	99	56	10	96	85	23	
41	53	42	95	10	41	90	39	66	55	68	58	47	24	93	22	21	75	99	41	62	70	13	83	43	12	39	53	9	25	76	50	79	19	46	89	60	36	28	27	92	97	85	39	21	78	61	43	54	60	84	17	31	98	0	74	10	40	28	20	66	5	70	45	24	16	35	85	53	64	12	45	61	98	85	83	77	47	26	32	7	11	49	39	9	49	14	20	90	42	40	56	48	11	2	73	28	37	58	81	
1	71	27	63	69	12	46	46	59	73	79	67	85	28	7	94	78	21	15	68	64	55	25	12	66	28	85	94	65	44	76	67	15	3	31	85	16	78	32	76	51	11	44	36	39	51	31	17	72	46	86	37	2	11	50	68	39	35	63	5	80	39	73	96	43	4	81	60	83	13	36	34	24	80	71	64	32	2	81	5	49	67	42	51	79	92	20	19	28	83	25	8	23	98	4	67	3	85	27	86	
99	64	21	24	44	92	88	77	95	70	82	45	38	24	97	17	17	17	37	45	1	62	54	25	61	59	92	64	45	19	51	44	83	73	68	28	65	57	5	61	27	88	7	65	13	4	83	30	21	20	76	22	83	30	48	44	89	40	9	34	59	60	79	43	33	47	72	99	5	77	61	32	66	68	98	79	72	81	9	94	2	85	17	85	16	65	29	6	5	39	40	65	99	19	8	33	67	80	33	72	
58	95	5	24	64	3	4	36	84	13	31	87	99	48	72	16	14	2	22	19	41	62	85	41	82	94	75	50	75	8	23	33	4	28	58	68	32	62	5	17	76	36	4	76	85	76	92	99	78	15	19	20	78	4	61	60	98	36	11	73	45	34	7	49	63	66	18	95	29	23	12	6	60	16	82	45	93	75	45	71	90	64	91	69	69	53	29	67	89	41	41	34	75	49	84	39	15	3	34	44	
26	47	51	87	63	33	33	56	9	78	28	0	43	20	69	12	73	99	80	63	40	21	98	16	70	83	56	86	86	90	31	13	37	82	0	1	16	33	58	25	11	87	26	54	8	96	67	82	95	47	45	36	68	44	53	39	27	9	25	13	0	56	26	38	38	27	39	55	60	98	80	72	85	7	26	94	3	93	76	99	41	21	36	9	66	89	48	93	99	74	7	99	30	34	37	69	61	77	24	21	
75	5	93	61	13	20	55	17	14	31	16	55	53	53	65	20	43	14	13	42	88	21	42	19	55	79	89	17	57	14	38	33	20	32	94	33	53	50	50	68	82	67	24	36	20	89	56	63	4	70	6	93	91	48	13	47	28	2	64	85	17	3	19	37	36	14	70	89	64	21	58	47	88	82	84	9	72	40	73	76	11	79	70	2	28	83	50	57	85	14	43	3	18	62	40	54	76	11	44	41	
32	2	88	21	85	73	31	58	14	4	35	25	84	5	28	13	88	78	70	74	92	13	77	10	75	18	65	52	29	9	93	62	12	82	84	97	55	15	55	69	20	90	94	5	95	22	18	84	1	89	58	94	2	36	5	78	54	70	30	84	79	24	46	91	6	31	89	61	46	44	31	67	35	25	72	30	48	91	15	50	80	73	44	82	9	49	61	64	19	91	48	99	15	95	91	22	26	80	83	73	
